Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,441.41,491.11,39.87,33.78,spp.org,false,
2024-01-01 01:00:00,USA,Southwest Power Pool,US-CENT-SWPP,431.28,480.52,41.02,34.88,spp.org,false,
2024-01-01 02:00:00,USA,Southwest Power Pool,US-CENT-SWPP,443.2,493.21,39.51,33.31,spp.org,false,
2024-01-01 03:00:00,USA,Southwest Power Pool,US-CENT-SWPP,449.2,500.37,38.35,32.09,spp.org,false,
2024-01-01 04:00:00,USA,Southwest Power Pool,US-CENT-SWPP,473.56,526.97,34.91,28.51,spp.org,false,
2024-01-01 05:00:00,USA,Southwest Power Pool,US-CENT-SWPP,502.66,558.96,30.68,24.16,spp.org,false,
2024-01-01 06:00:00,USA,Southwest Power Pool,US-CENT-SWPP,527.24,585.91,27.18,20.58,spp.org,false,
2024-01-01 07:00:00,USA,Southwest Power Pool,US-CENT-SWPP,537.79,597.54,25.68,19.07,spp.org,false,
2024-01-01 08:00:00,USA,Southwest Power Pool,US-CENT-SWPP,544.52,604.61,24.91,18.26,spp.org,false,
2024-01-01 09:00:00,USA,Southwest Power Pool,US-CENT-SWPP,541.27,601.8,24.96,18.23,spp.org,false,
2024-01-01 10:00:00,USA,Southwest Power Pool,US-CENT-SWPP,532.82,593.77,25.51,18.8,spp.org,false,
2024-01-01 11:00:00,USA,Southwest Power Pool,US-CENT-SWPP,524.72,585.66,26.3,19.69,spp.org,false,
2024-01-01 12:00:00,USA,Southwest Power Pool,US-CENT-SWPP,511.14,571.64,27.86,21.43,spp.org,false,
2024-01-01 13:00:00,USA,Southwest Power Pool,US-CENT-SWPP,524.99,586.83,25.92,19.56,spp.org,false,
2024-01-01 14:00:00,USA,Southwest Power Pool,US-CENT-SWPP,528.55,590.49,25.55,19.33,spp.org,false,
2024-01-01 15:00:00,USA,Southwest Power Pool,US-CENT-SWPP,523.68,585.41,26.16,19.89,spp.org,false,
2024-01-01 16:00:00,USA,Southwest Power Pool,US-CENT-SWPP,533.63,596.13,24.85,18.51,spp.org,false,
2024-01-01 17:00:00,USA,Southwest Power Pool,US-CENT-SWPP,550.37,613.86,22.75,16.32,spp.org,false,
2024-01-01 18:00:00,USA,Southwest Power Pool,US-CENT-SWPP,546.44,609.35,23.41,16.8,spp.org,false,
2024-01-01 19:00:00,USA,Southwest Power Pool,US-CENT-SWPP,523.48,583.77,26.89,20.08,spp.org,false,
2024-01-01 20:00:00,USA,Southwest Power Pool,US-CENT-SWPP,490.04,547.24,31.53,24.62,spp.org,false,
2024-01-01 21:00:00,USA,Southwest Power Pool,US-CENT-SWPP,462.22,517.29,35.14,28.3,spp.org,false,
2024-01-01 22:00:00,USA,Southwest Power Pool,US-CENT-SWPP,455.4,509.51,36.31,29.61,spp.org,false,
2024-01-01 23:00:00,USA,Southwest Power Pool,US-CENT-SWPP,449.56,502.56,37.41,31.24,spp.org,false,
2024-01-02 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,424.16,473.84,41.42,35.48,spp.org,false,
2024-01-02 01:00:00,USA,Southwest Power Pool,US-CENT-SWPP,393.74,441.73,45.08,39.02,spp.org,false,
2024-01-02 02:00:00,USA,Southwest Power Pool,US-CENT-SWPP,371.18,418.21,47.59,41.54,spp.org,false,
2024-01-02 03:00:00,USA,Southwest Power Pool,US-CENT-SWPP,355.83,402.64,49.12,42.86,spp.org,false,
2024-01-02 04:00:00,USA,Southwest Power Pool,US-CENT-SWPP,337.17,382.69,51.44,44.97,spp.org,false,
2024-01-02 05:00:00,USA,Southwest Power Pool,US-CENT-SWPP,303.59,345.58,56.35,49.59,spp.org,false,
2024-01-02 06:00:00,USA,Southwest Power Pool,US-CENT-SWPP,292.08,332.35,58.29,51.54,spp.org,false,
2024-01-02 07:00:00,USA,Southwest Power Pool,US-CENT-SWPP,288.14,328.11,58.85,51.77,spp.org,false,
2024-01-02 08:00:00,USA,Southwest Power Pool,US-CENT-SWPP,290.56,331.54,58.1,50.9,spp.org,false,
2024-01-02 09:00:00,USA,Southwest Power Pool,US-CENT-SWPP,327.55,370.46,53.7,46.77,spp.org,false,
2024-01-02 10:00:00,USA,Southwest Power Pool,US-CENT-SWPP,341.64,385.47,51.95,45.13,spp.org,false,
2024-01-02 11:00:00,USA,Southwest Power Pool,US-CENT-SWPP,355.54,400.46,50.1,43.76,spp.org,false,
2024-01-02 12:00:00,USA,Southwest Power Pool,US-CENT-SWPP,353.54,398.74,50.22,44.37,spp.org,false,
2024-01-02 13:00:00,USA,Southwest Power Pool,US-CENT-SWPP,366.29,412.54,48.55,42.95,spp.org,false,
2024-01-02 14:00:00,USA,Southwest Power Pool,US-CENT-SWPP,365.28,412.08,48.34,42.8,spp.org,false,
2024-01-02 15:00:00,USA,Southwest Power Pool,US-CENT-SWPP,404.4,455.11,42.72,37.11,spp.org,false,
2024-01-02 16:00:00,USA,Southwest Power Pool,US-CENT-SWPP,453.71,508.18,36.28,30.51,spp.org,false,
2024-01-02 17:00:00,USA,Southwest Power Pool,US-CENT-SWPP,478.21,534.06,33.33,27.34,spp.org,false,
2024-01-02 18:00:00,USA,Southwest Power Pool,US-CENT-SWPP,511.24,570.18,28.73,22.53,spp.org,false,
2024-01-02 19:00:00,USA,Southwest Power Pool,US-CENT-SWPP,537.87,599.23,25.05,18.67,spp.org,false,
2024-01-02 20:00:00,USA,Southwest Power Pool,US-CENT-SWPP,540.94,603.47,24.16,17.58,spp.org,false,
2024-01-02 21:00:00,USA,Southwest Power Pool,US-CENT-SWPP,543.79,606.61,23.76,17.11,spp.org,false,
2024-01-02 22:00:00,USA,Southwest Power Pool,US-CENT-SWPP,535.37,597.33,25.04,18.54,spp.org,false,
2024-01-02 23:00:00,USA,Southwest Power Pool,US-CENT-SWPP,534.16,594.9,25.77,19.67,spp.org,false,
2024-01-03 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,515.4,574.01,28.63,22.49,spp.org,false,
2024-01-03 01:00:00,USA,Southwest Power Pool,US-CENT-SWPP,531.22,590.41,26.85,20.8,spp.org,false,
2024-01-03 02:00:00,USA,Southwest Power Pool,US-CENT-SWPP,564.32,625.35,22.83,16.76,spp.org,false,
2024-01-03 03:00:00,USA,Southwest Power Pool,US-CENT-SWPP,582.07,644.8,20.32,14.02,spp.org,false,
2024-01-03 04:00:00,USA,Southwest Power Pool,US-CENT-SWPP,603.67,668.15,17.4,10.9,spp.org,false,
2024-01-03 05:00:00,USA,Southwest Power Pool,US-CENT-SWPP,617.4,683.45,15.3,8.57,spp.org,false,
2024-01-03 06:00:00,USA,Southwest Power Pool,US-CENT-SWPP,616.49,683.82,14.69,7.72,spp.org,false,
2024-01-03 07:00:00,USA,Southwest Power Pool,US-CENT-SWPP,611.69,678.4,15.46,8.42,spp.org,false,
2024-01-03 08:00:00,USA,Southwest Power Pool,US-CENT-SWPP,602.87,669.36,16.35,9.39,spp.org,false,
2024-01-03 09:00:00,USA,Southwest Power Pool,US-CENT-SWPP,595.52,661.55,17.27,10.4,spp.org,false,
2024-01-03 10:00:00,USA,Southwest Power Pool,US-CENT-SWPP,585.8,652.0,18.03,11.29,spp.org,false,
2024-01-03 11:00:00,USA,Southwest Power Pool,US-CENT-SWPP,571.79,638.58,18.96,12.52,spp.org,false,
2024-01-03 12:00:00,USA,Southwest Power Pool,US-CENT-SWPP,550.43,615.56,21.99,15.9,spp.org,false,
2024-01-03 13:00:00,USA,Southwest Power Pool,US-CENT-SWPP,553.51,619.9,20.98,15.21,spp.org,false,
2024-01-03 14:00:00,USA,Southwest Power Pool,US-CENT-SWPP,566.89,634.78,19.01,13.2,spp.org,false,
2024-01-03 15:00:00,USA,Southwest Power Pool,US-CENT-SWPP,591.2,662.1,15.24,9.61,spp.org,false,
2024-01-03 16:00:00,USA,Southwest Power Pool,US-CENT-SWPP,608.44,681.65,12.47,6.97,spp.org,false,
2024-01-03 17:00:00,USA,Southwest Power Pool,US-CENT-SWPP,611.0,684.95,11.8,6.47,spp.org,false,
2024-01-03 18:00:00,USA,Southwest Power Pool,US-CENT-SWPP,608.02,681.99,12.02,6.6,spp.org,false,
2024-01-03 19:00:00,USA,Southwest Power Pool,US-CENT-SWPP,606.89,680.36,12.39,6.89,spp.org,false,
2024-01-03 20:00:00,USA,Southwest Power Pool,US-CENT-SWPP,606.58,679.65,12.62,7.02,spp.org,false,
2024-01-03 21:00:00,USA,Southwest Power Pool,US-CENT-SWPP,601.4,673.86,13.43,7.71,spp.org,false,
2024-01-03 22:00:00,USA,Southwest Power Pool,US-CENT-SWPP,587.34,658.82,15.23,9.6,spp.org,false,
2024-01-03 23:00:00,USA,Southwest Power Pool,US-CENT-SWPP,564.39,634.1,18.28,12.94,spp.org,false,
2024-01-04 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,527.1,591.7,24.55,19.27,spp.org,false,
2024-01-04 01:00:00,USA,Southwest Power Pool,US-CENT-SWPP,492.78,553.69,29.55,24.28,spp.org,false,
2024-01-04 02:00:00,USA,Southwest Power Pool,US-CENT-SWPP,481.1,539.7,31.73,26.58,spp.org,false,
2024-01-04 03:00:00,USA,Southwest Power Pool,US-CENT-SWPP,464.9,521.75,34.13,28.86,spp.org,false,
2024-01-04 04:00:00,USA,Southwest Power Pool,US-CENT-SWPP,460.87,517.27,34.75,29.49,spp.org,false,
2024-01-04 05:00:00,USA,Southwest Power Pool,US-CENT-SWPP,444.46,500.08,36.57,31.06,spp.org,false,
2024-01-04 06:00:00,USA,Southwest Power Pool,US-CENT-SWPP,433.78,488.28,37.96,32.37,spp.org,false,
2024-01-04 07:00:00,USA,Southwest Power Pool,US-CENT-SWPP,430.11,483.8,38.74,33.08,spp.org,false,
2024-01-04 08:00:00,USA,Southwest Power Pool,US-CENT-SWPP,420.01,471.87,40.62,34.96,spp.org,false,
2024-01-04 09:00:00,USA,Southwest Power Pool,US-CENT-SWPP,411.92,463.41,41.51,36.06,spp.org,false,
2024-01-04 10:00:00,USA,Southwest Power Pool,US-CENT-SWPP,403.8,454.9,42.44,37.01,spp.org,false,
2024-01-04 11:00:00,USA,Southwest Power Pool,US-CENT-SWPP,401.61,453.03,42.47,37.19,spp.org,false,
2024-01-04 12:00:00,USA,Southwest Power Pool,US-CENT-SWPP,398.97,450.18,42.97,37.72,spp.org,false,
2024-01-04 13:00:00,USA,Southwest Power Pool,US-CENT-SWPP,404.83,456.22,42.63,37.56,spp.org,false,
2024-01-04 14:00:00,USA,Southwest Power Pool,US-CENT-SWPP,395.85,445.54,44.28,39.02,spp.org,false,
2024-01-04 15:00:00,USA,Southwest Power Pool,US-CENT-SWPP,407.49,457.88,42.89,37.31,spp.org,false,
2024-01-04 16:00:00,USA,Southwest Power Pool,US-CENT-SWPP,432.61,484.11,39.85,34.14,spp.org,false,
2024-01-04 17:00:00,USA,Southwest Power Pool,US-CENT-SWPP,435.55,486.13,40.07,34.26,spp.org,false,
2024-01-04 18:00:00,USA,Southwest Power Pool,US-CENT-SWPP,442.75,493.01,39.59,33.68,spp.org,false,
2024-01-04 19:00:00,USA,Southwest Power Pool,US-CENT-SWPP,462.45,513.73,37.27,31.23,spp.org,false,
2024-01-04 20:00:00,USA,Southwest Power Pool,US-CENT-SWPP,478.53,530.89,35.29,28.97,spp.org,false,
2024-01-04 21:00:00,USA,Southwest Power Pool,US-CENT-SWPP,485.26,537.6,34.65,28.19,spp.org,false,
2024-01-04 22:00:00,USA,Southwest Power Pool,US-CENT-SWPP,472.85,523.96,36.41,30.2,spp.org,false,
2024-01-04 23:00:00,USA,Southwest Power Pool,US-CENT-SWPP,443.2,491.84,40.48,34.61,spp.org,false,
2024-01-05 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,423.49,471.11,42.84,36.96,spp.org,false,
2024-01-05 01:00:00,USA,Southwest Power Pool,US-CENT-SWPP,404.1,449.15,45.82,39.95,spp.org,false,
2024-01-05 02:00:00,USA,Southwest Power Pool,US-CENT-SWPP,386.44,430.02,48.08,42.27,spp.org,false,
2024-01-05 03:00:00,USA,Southwest Power Pool,US-CENT-SWPP,374.12,414.15,51.13,45.05,spp.org,false,
2024-01-05 04:00:00,USA,Southwest Power Pool,US-CENT-SWPP,365.25,403.76,52.64,46.51,spp.org,false,
2024-01-05 05:00:00,USA,Southwest Power Pool,US-CENT-SWPP,386.36,425.39,50.43,44.19,spp.org,false,
2024-01-05 06:00:00,USA,Southwest Power Pool,US-CENT-SWPP,417.24,457.02,47.24,40.78,spp.org,false,
2024-01-05 07:00:00,USA,Southwest Power Pool,US-CENT-SWPP,438.73,479.27,44.92,38.38,spp.org,false,
2024-01-05 08:00:00,USA,Southwest Power Pool,US-CENT-SWPP,435.44,475.8,45.32,38.74,spp.org,false,
2024-01-05 09:00:00,USA,Southwest Power Pool,US-CENT-SWPP,427.09,468.05,45.78,39.16,spp.org,false,
2024-01-05 10:00:00,USA,Southwest Power Pool,US-CENT-SWPP,427.22,471.07,44.21,37.63,spp.org,false,
2024-01-05 11:00:00,USA,Southwest Power Pool,US-CENT-SWPP,439.44,486.31,41.47,35.2,spp.org,false,
2024-01-05 12:00:00,USA,Southwest Power Pool,US-CENT-SWPP,430.75,479.52,41.49,35.42,spp.org,false,
2024-01-05 13:00:00,USA,Southwest Power Pool,US-CENT-SWPP,452.68,504.77,37.74,31.87,spp.org,false,
2024-01-05 14:00:00,USA,Southwest Power Pool,US-CENT-SWPP,482.27,535.78,34.34,28.4,spp.org,false,
2024-01-05 15:00:00,USA,Southwest Power Pool,US-CENT-SWPP,504.68,559.29,31.76,25.89,spp.org,false,
2024-01-05 16:00:00,USA,Southwest Power Pool,US-CENT-SWPP,521.31,576.86,29.74,23.82,spp.org,false,
2024-01-05 17:00:00,USA,Southwest Power Pool,US-CENT-SWPP,535.31,591.52,28.14,22.16,spp.org,false,
2024-01-05 18:00:00,USA,Southwest Power Pool,US-CENT-SWPP,549.6,606.9,26.26,20.16,spp.org,false,
2024-01-05 19:00:00,USA,Southwest Power Pool,US-CENT-SWPP,558.46,616.93,24.85,18.62,spp.org,false,
2024-01-05 20:00:00,USA,Southwest Power Pool,US-CENT-SWPP,560.43,618.53,24.88,18.55,spp.org,false,
2024-01-05 21:00:00,USA,Southwest Power Pool,US-CENT-SWPP,558.36,616.76,24.86,18.48,spp.org,false,
2024-01-05 22:00:00,USA,Southwest Power Pool,US-CENT-SWPP,563.82,622.48,24.25,17.98,spp.org,false,
2024-01-05 23:00:00,USA,Southwest Power Pool,US-CENT-SWPP,568.14,627.25,23.67,17.34,spp.org,false,
2024-01-06 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,571.22,630.79,23.12,16.86,spp.org,false,
2024-01-06 01:00:00,USA,Southwest Power Pool,US-CENT-SWPP,571.25,631.08,22.89,16.72,spp.org,false,
2024-01-06 02:00:00,USA,Southwest Power Pool,US-CENT-SWPP,577.34,637.88,21.93,15.7,spp.org,false,
2024-01-06 03:00:00,USA,Southwest Power Pool,US-CENT-SWPP,589.38,650.43,20.54,14.15,spp.org,false,
2024-01-06 04:00:00,USA,Southwest Power Pool,US-CENT-SWPP,598.11,659.21,19.7,13.15,spp.org,false,
2024-01-06 05:00:00,USA,Southwest Power Pool,US-CENT-SWPP,600.23,660.2,20.1,13.22,spp.org,false,
2024-01-06 06:00:00,USA,Southwest Power Pool,US-CENT-SWPP,580.7,638.91,22.76,15.94,spp.org,false,
2024-01-06 07:00:00,USA,Southwest Power Pool,US-CENT-SWPP,562.04,618.5,25.33,18.58,spp.org,false,
2024-01-06 08:00:00,USA,Southwest Power Pool,US-CENT-SWPP,544.67,599.52,27.74,20.91,spp.org,false,
2024-01-06 09:00:00,USA,Southwest Power Pool,US-CENT-SWPP,513.98,565.2,32.42,25.58,spp.org,false,
2024-01-06 10:00:00,USA,Southwest Power Pool,US-CENT-SWPP,481.5,529.42,37.12,30.36,spp.org,false,
2024-01-06 11:00:00,USA,Southwest Power Pool,US-CENT-SWPP,464.4,513.27,38.16,31.54,spp.org,false,
2024-01-06 12:00:00,USA,Southwest Power Pool,US-CENT-SWPP,465.53,514.19,38.26,31.97,spp.org,false,
2024-01-06 13:00:00,USA,Southwest Power Pool,US-CENT-SWPP,468.91,516.61,38.48,32.41,spp.org,false,
2024-01-06 14:00:00,USA,Southwest Power Pool,US-CENT-SWPP,442.31,488.24,41.84,35.84,spp.org,false,
2024-01-06 15:00:00,USA,Southwest Power Pool,US-CENT-SWPP,445.34,492.67,40.84,34.87,spp.org,false,
2024-01-06 16:00:00,USA,Southwest Power Pool,US-CENT-SWPP,461.96,510.87,38.49,32.49,spp.org,false,
2024-01-06 17:00:00,USA,Southwest Power Pool,US-CENT-SWPP,470.39,519.99,37.35,31.31,spp.org,false,
2024-01-06 18:00:00,USA,Southwest Power Pool,US-CENT-SWPP,456.27,504.76,39.22,33.06,spp.org,false,
2024-01-06 19:00:00,USA,Southwest Power Pool,US-CENT-SWPP,429.61,477.09,42.17,35.92,spp.org,false,
2024-01-06 20:00:00,USA,Southwest Power Pool,US-CENT-SWPP,413.48,460.11,44.08,37.78,spp.org,false,
2024-01-06 21:00:00,USA,Southwest Power Pool,US-CENT-SWPP,404.46,451.34,44.76,38.42,spp.org,false,
2024-01-06 22:00:00,USA,Southwest Power Pool,US-CENT-SWPP,421.25,470.84,41.86,35.56,spp.org,false,
2024-01-06 23:00:00,USA,Southwest Power Pool,US-CENT-SWPP,469.55,523.09,35.44,29.15,spp.org,false,
2024-01-07 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,473.46,526.15,35.53,29.34,spp.org,false,
2024-01-07 01:00:00,USA,Southwest Power Pool,US-CENT-SWPP,457.23,507.99,37.98,31.88,spp.org,false,
2024-01-07 02:00:00,USA,Southwest Power Pool,US-CENT-SWPP,422.34,470.6,42.44,36.23,spp.org,false,
2024-01-07 03:00:00,USA,Southwest Power Pool,US-CENT-SWPP,395.46,442.79,45.3,38.99,spp.org,false,
2024-01-07 04:00:00,USA,Southwest Power Pool,US-CENT-SWPP,410.67,458.9,43.38,37.05,spp.org,false,
2024-01-07 05:00:00,USA,Southwest Power Pool,US-CENT-SWPP,416.73,465.21,42.69,36.12,spp.org,false,
2024-01-07 06:00:00,USA,Southwest Power Pool,US-CENT-SWPP,411.16,458.07,44.1,37.44,spp.org,false,
2024-01-07 07:00:00,USA,Southwest Power Pool,US-CENT-SWPP,436.16,479.95,43.54,36.78,spp.org,false,
2024-01-07 08:00:00,USA,Southwest Power Pool,US-CENT-SWPP,449.52,494.48,41.74,34.84,spp.org,false,
2024-01-07 09:00:00,USA,Southwest Power Pool,US-CENT-SWPP,452.5,499.25,40.51,33.53,spp.org,false,
2024-01-07 10:00:00,USA,Southwest Power Pool,US-CENT-SWPP,444.19,491.07,41.2,34.33,spp.org,false,
2024-01-07 11:00:00,USA,Southwest Power Pool,US-CENT-SWPP,433.0,478.96,42.7,36.05,spp.org,false,
2024-01-07 12:00:00,USA,Southwest Power Pool,US-CENT-SWPP,430.84,476.51,43.02,36.66,spp.org,false,
2024-01-07 13:00:00,USA,Southwest Power Pool,US-CENT-SWPP,412.25,456.35,45.52,39.33,spp.org,false,
2024-01-07 14:00:00,USA,Southwest Power Pool,US-CENT-SWPP,392.14,433.46,48.77,42.87,spp.org,false,
2024-01-07 15:00:00,USA,Southwest Power Pool,US-CENT-SWPP,367.74,406.54,52.37,46.26,spp.org,false,
2024-01-07 16:00:00,USA,Southwest Power Pool,US-CENT-SWPP,353.62,390.79,54.54,48.19,spp.org,false,
2024-01-07 17:00:00,USA,Southwest Power Pool,US-CENT-SWPP,316.37,349.43,60.07,53.62,spp.org,false,
2024-01-07 18:00:00,USA,Southwest Power Pool,US-CENT-SWPP,311.23,341.73,61.88,55.42,spp.org,false,
2024-01-07 19:00:00,USA,Southwest Power Pool,US-CENT-SWPP,293.82,322.49,64.41,57.9,spp.org,false,
2024-01-07 20:00:00,USA,Southwest Power Pool,US-CENT-SWPP,277.24,304.8,66.48,59.95,spp.org,false,
2024-01-07 21:00:00,USA,Southwest Power Pool,US-CENT-SWPP,260.14,287.05,68.36,61.87,spp.org,false,
2024-01-07 22:00:00,USA,Southwest Power Pool,US-CENT-SWPP,243.14,270.1,69.85,63.45,spp.org,false,
2024-01-07 23:00:00,USA,Southwest Power Pool,US-CENT-SWPP,245.66,273.66,69.09,63.06,spp.org,false,
2024-01-08 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,240.46,267.89,69.85,63.99,spp.org,false,
2024-01-08 01:00:00,USA,Southwest Power Pool,US-CENT-SWPP,239.46,267.67,69.49,63.71,spp.org,false,
2024-01-08 02:00:00,USA,Southwest Power Pool,US-CENT-SWPP,234.32,262.31,70.06,64.21,spp.org,false,
2024-01-08 03:00:00,USA,Southwest Power Pool,US-CENT-SWPP,237.91,266.43,69.44,63.48,spp.org,false,
2024-01-08 04:00:00,USA,Southwest Power Pool,US-CENT-SWPP,232.21,260.42,70.12,63.94,spp.org,false,
2024-01-08 05:00:00,USA,Southwest Power Pool,US-CENT-SWPP,226.63,253.64,71.28,64.89,spp.org,false,
2024-01-08 06:00:00,USA,Southwest Power Pool,US-CENT-SWPP,220.53,246.79,72.23,65.64,spp.org,false,
2024-01-08 07:00:00,USA,Southwest Power Pool,US-CENT-SWPP,216.51,242.46,72.75,66.2,spp.org,false,
2024-01-08 08:00:00,USA,Southwest Power Pool,US-CENT-SWPP,221.11,247.72,71.98,65.4,spp.org,false,
2024-01-08 09:00:00,USA,Southwest Power Pool,US-CENT-SWPP,226.06,253.97,70.83,64.3,spp.org,false,
2024-01-08 10:00:00,USA,Southwest Power Pool,US-CENT-SWPP,227.37,256.17,70.22,63.75,spp.org,false,
2024-01-08 11:00:00,USA,Southwest Power Pool,US-CENT-SWPP,250.84,283.35,66.12,59.96,spp.org,false,
2024-01-08 12:00:00,USA,Southwest Power Pool,US-CENT-SWPP,251.01,283.7,66.11,60.15,spp.org,false,
2024-01-08 13:00:00,USA,Southwest Power Pool,US-CENT-SWPP,252.39,285.35,65.89,60.06,spp.org,false,
2024-01-08 14:00:00,USA,Southwest Power Pool,US-CENT-SWPP,260.34,294.42,64.57,58.85,spp.org,false,
2024-01-08 15:00:00,USA,Southwest Power Pool,US-CENT-SWPP,276.47,313.11,61.78,55.94,spp.org,false,
2024-01-08 16:00:00,USA,Southwest Power Pool,US-CENT-SWPP,293.09,330.71,59.72,54.0,spp.org,false,
2024-01-08 17:00:00,USA,Southwest Power Pool,US-CENT-SWPP,293.41,330.1,60.2,54.4,spp.org,false,
2024-01-08 18:00:00,USA,Southwest Power Pool,US-CENT-SWPP,296.49,333.05,59.95,54.21,spp.org,false,
2024-01-08 19:00:00,USA,Southwest Power Pool,US-CENT-SWPP,280.96,316.17,62.06,56.32,spp.org,false,
2024-01-08 20:00:00,USA,Southwest Power Pool,US-CENT-SWPP,267.62,302.22,63.56,57.77,spp.org,false,
2024-01-08 21:00:00,USA,Southwest Power Pool,US-CENT-SWPP,292.15,331.25,58.95,53.09,spp.org,false,
2024-01-08 22:00:00,USA,Southwest Power Pool,US-CENT-SWPP,323.03,364.7,54.94,49.03,spp.org,false,
2024-01-08 23:00:00,USA,Southwest Power Pool,US-CENT-SWPP,336.12,378.33,53.4,47.62,spp.org,false,
2024-01-09 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,336.99,378.56,53.62,47.9,spp.org,false,
2024-01-09 01:00:00,USA,Southwest Power Pool,US-CENT-SWPP,304.24,342.25,58.48,52.72,spp.org,false,
2024-01-09 02:00:00,USA,Southwest Power Pool,US-CENT-SWPP,307.15,346.0,57.72,51.99,spp.org,false,
2024-01-09 03:00:00,USA,Southwest Power Pool,US-CENT-SWPP,289.38,325.22,60.91,55.06,spp.org,false,
2024-01-09 04:00:00,USA,Southwest Power Pool,US-CENT-SWPP,277.25,311.92,62.6,56.51,spp.org,false,
2024-01-09 05:00:00,USA,Southwest Power Pool,US-CENT-SWPP,263.64,297.59,64.22,57.95,spp.org,false,
2024-01-09 06:00:00,USA,Southwest Power Pool,US-CENT-SWPP,258.82,292.92,64.54,58.29,spp.org,false,
2024-01-09 07:00:00,USA,Southwest Power Pool,US-CENT-SWPP,249.0,281.67,66.22,59.81,spp.org,false,
2024-01-09 08:00:00,USA,Southwest Power Pool,US-CENT-SWPP,243.59,276.4,66.63,60.21,spp.org,false,
2024-01-09 09:00:00,USA,Southwest Power Pool,US-CENT-SWPP,240.21,272.25,67.35,60.94,spp.org,false,
2024-01-09 10:00:00,USA,Southwest Power Pool,US-CENT-SWPP,240.68,273.58,66.85,60.54,spp.org,false,
2024-01-09 11:00:00,USA,Southwest Power Pool,US-CENT-SWPP,259.04,294.4,63.86,57.83,spp.org,false,
2024-01-09 12:00:00,USA,Southwest Power Pool,US-CENT-SWPP,268.34,305.25,62.3,56.43,spp.org,false,
2024-01-09 13:00:00,USA,Southwest Power Pool,US-CENT-SWPP,287.43,324.89,60.3,54.69,spp.org,false,
2024-01-09 14:00:00,USA,Southwest Power Pool,US-CENT-SWPP,294.18,331.31,59.89,54.25,spp.org,false,
2024-01-09 15:00:00,USA,Southwest Power Pool,US-CENT-SWPP,295.89,333.03,59.76,54.09,spp.org,false,
2024-01-09 16:00:00,USA,Southwest Power Pool,US-CENT-SWPP,289.1,325.87,60.6,54.82,spp.org,false,
2024-01-09 17:00:00,USA,Southwest Power Pool,US-CENT-SWPP,295.26,332.56,59.76,54.01,spp.org,false,
2024-01-09 18:00:00,USA,Southwest Power Pool,US-CENT-SWPP,298.41,335.94,59.34,53.53,spp.org,false,
2024-01-09 19:00:00,USA,Southwest Power Pool,US-CENT-SWPP,308.13,345.77,58.41,52.52,spp.org,false,
2024-01-09 20:00:00,USA,Southwest Power Pool,US-CENT-SWPP,316.92,354.6,57.63,51.56,spp.org,false,
2024-01-09 21:00:00,USA,Southwest Power Pool,US-CENT-SWPP,331.75,371.47,55.23,49.04,spp.org,false,
2024-01-09 22:00:00,USA,Southwest Power Pool,US-CENT-SWPP,385.68,431.9,46.88,40.77,spp.org,false,
2024-01-09 23:00:00,USA,Southwest Power Pool,US-CENT-SWPP,443.53,494.3,39.39,33.17,spp.org,false,
2024-01-10 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,461.06,511.99,37.72,31.61,spp.org,false,
2024-01-10 01:00:00,USA,Southwest Power Pool,US-CENT-SWPP,466.36,516.52,37.61,31.51,spp.org,false,
2024-01-10 02:00:00,USA,Southwest Power Pool,US-CENT-SWPP,470.23,519.31,37.78,31.73,spp.org,false,
2024-01-10 03:00:00,USA,Southwest Power Pool,US-CENT-SWPP,451.33,498.53,40.41,34.45,spp.org,false,
2024-01-10 04:00:00,USA,Southwest Power Pool,US-CENT-SWPP,418.72,462.96,44.89,38.83,spp.org,false,
2024-01-10 05:00:00,USA,Southwest Power Pool,US-CENT-SWPP,382.74,424.0,49.64,43.52,spp.org,false,
2024-01-10 06:00:00,USA,Southwest Power Pool,US-CENT-SWPP,360.13,398.11,53.39,47.36,spp.org,false,
2024-01-10 07:00:00,USA,Southwest Power Pool,US-CENT-SWPP,328.56,361.79,58.79,52.7,spp.org,false,
2024-01-10 08:00:00,USA,Southwest Power Pool,US-CENT-SWPP,312.0,345.0,60.38,54.39,spp.org,false,
2024-01-10 09:00:00,USA,Southwest Power Pool,US-CENT-SWPP,305.13,337.94,61.09,55.16,spp.org,false,
2024-01-10 10:00:00,USA,Southwest Power Pool,US-CENT-SWPP,295.23,327.87,62.07,56.25,spp.org,false,
